sentence,manual annotation,predicted annotation
බැරක් ඔබාමා 2009 ජනවාරි 21 දින එසේ පැවසීය .,"[ බැරක් ARG0 , ඔබාමා ARG0 , 2009 ARGM-TMP , ජනවාරි ARGM-TMP , 21 ARGM-TMP , දින ARGM-TMP , එසේ ARG1 , පැවසීය say.01 , . O ]","[ බැරක් ARG1 , ඔබාමා O , 2009 ARGM-TMP , ජනවාරි ARGM-TMP , 21 ARGM-TMP , දින ARGM-TMP , එසේ ARG1 , පැවසීය say.01 , . O ]"
දැන් නැති වී ඇත්තේ දේශපාලන කැමැත්ත පමණි .,"[ දැන් ARGM-TMP , නැති miss.01 , වී miss.01 , ඇත්තේ miss.01 , දේශපාලන ARG1 , කැමැත්ත ARG1 , පමණි ARG1 , . O ]","[ දැන් O , නැති O , වී O , ඇත්තේ have.01 , දේශපාලන O , කැමැත්ත O , පමණි O , . O ]"
අපට ඇත්ත වශයෙන්ම දැඩි නියාමන රාමුවක් අවශ්‍ය වේ .,"[ අපට ARG0 , ඇත්ත ARGM-ADV , වශයෙන්ම ARGM-ADV , දැඩි ARG1 , නියාමන ARG1 , රාමුවක් ARG1 , අවශ්‍ය need.01 , වේ need.01 , . O ]","[ අපට ARG0 , ඇත්ත ARGM-ADV , වශයෙන්ම O , දැඩි ARG1 , නියාමන ARG1 , රාමුවක් ARG1 , අවශ්\u200dය need.01 , වේ need.01 , . O ]"
එය ප්‍රමාණවත්ද ? ,"[ එය ARG1 , ප්‍රමාණවත්ද O , ? O  ]",[ ]
එය සිහිනයක සිටීම හා සමානයි !,"[ එය ARG1 , සිහිනයක ARG2 , සිටීම be.01 , හා ARG2 , සමානයි ARG2 , ! O  ]",[ ]
අද අපි ඊශ්‍රායලය හෙළා දකිමු .,"[ අද ARGM-TMP , අපි ARG0 , ඊශ්‍රායලය ARG1 , හෙළා condemn.01 , දකිමු condemn.01 , . O ]","[ අද ARGM-TMP , අපි ARG0 , ඊශ්\u200dරායලය ARG0 , හෙළා condemn.01 , දකිමු condemn.01 , . O ]"
සැලකිය යුතු ආයෝජන අවශ්ය වේ .,"[ සැලකිය ARG1 , යුතු ARG1 , ආයෝජන ARG1 , අවශ්ය need.01 , වේ need.01 , . O ]","[ සැලකිය ARG1 , යුතු ARG1 , ආයෝජන ARG1 , අවශ්ය need.01 , වේ need.01 , . O ]"
අපි එසේ බලාපොරොත්තු වෙමු .,"[ අපි ARG0 , එසේ ARG1 , බලාපොරොත්තු hope.01 , වෙමු hope.01 , . O ]","[ අපි ARG0 , එසේ ARG1 , බලාපොරොත්තු hope.01 , වෙමු hope.01 , . O ]"
මම මෙම මතය සම්පූර්ණයෙන්ම අනුමත කරමි .,"[ මම ARG0 , මෙම ARG1 , මතය ARG1 , සම්පූර්ණයෙන්ම ARGM-EXT , අනුමත endorse.01 , කරමි endorse.01 , . O ]","[ මම ARG0 , මෙම ARG1 , මතය ARG1 , සම්පූර්ණයෙන්ම ARGM-EXT , අනුමත endorse.01 , කරමි endorse.01 , . O ]"
විවේචනාත්මක මාධ්‍යවේදීන්ට අක්තපත්‍ර ලබා ගැනීමේ දුෂ්කරතාවයක් ඇත .,"[ විවේචනාත්මක ARG0 , මාධ්‍යවේදීන්ට ARG0 , අක්තපත්‍ර ARG1 , ලබා obtain.01 , ගැනීමේ obtain.01 , දුෂ්කරතාවයක් O , ඇත O , . O ] , [ විවේචනාත්මක ARG0 , මාධ්‍යවේදීන්ට ARG0 , අක්තපත්‍ර ARG1 , ලබා ARG1 , ගැනීමේ ARG1 , දුෂ්කරතාවයක් ARG1 , ඇත have.03 , . O ]","[ විවේචනාත්මක ARG1 , මාධ්\u200dයවේදීන්ට ARG1 , අක්තපත්\u200dර ARG1 , ලබා O , ගැනීමේ O , දුෂ්කරතාවයක් O , ඇත have.01 , . O ]"
තුර්කිය මෙම ගැටළුව විසඳිය යුතුය .,"[ තුර්කිය ARG0 , මෙම ARG1 , ගැටළුව ARG1 , විසඳිය address.02 , යුතුය ARGM-MOD , . O ]","[ තුර්කිය ARG0 , මෙම ARG1 , ගැටළුව ARG1 , විසඳිය address.02 , යුතුය ARGM-MOD , . O ]"
මට කොමසාරිස්වරයාට ප්‍රශ්න දෙකක් තිබේ .,"[ මට ARG0 , කොමසාරිස්වරයාට ARG1 , ප්‍රශ්න ARG1 , දෙකක් ARG1 , තිබේ have.03 , . O ]","[ මට ARG0 , කොමසාරිස්වරයාට ARG0 , ප්\u200dරශ්න ARG1 , දෙකක් ARG1 , තිබේ have.03 , . O ]"
අපට දැන් ගෝලීය ප්‍රාග්ධන වෙළඳපොළ තිබේ .,"[ අපට ARG0 , දැන් ARGM-TMP , ගෝලීය ARG1 , ප්‍රාග්ධන ARG1 , වෙළඳපොළ ARG1 , තිබේ have.03 , . O ]","[ අපට ARG0 , දැන් ARGM-TMP , ගෝලීය ARG1 , ප්\u200dරාග්ධන ARG1 , වෙළඳපොළ ARG1 , තිබේ be.02 , . O ]"
මෙම කොන්දේසි ලිහිල් කිරීමට අපට නොහැකිය .,"[ මෙම ARG1 , කොන්දේසි ARG1 , ලිහිල් relax.01 , කිරීමට relax.01 , අපට ARG0 , නොහැකිය O , . O ]",[ ]
මම එය අයර්ලන්තයේ දැක ඇත්තෙමි .,"[ මම ARG0 , එය ARG1 , අයර්ලන්තයේ ARGM-LOC , දැක see.01 , ඇත්තෙමි see.01 , . O ]","[ මම ARG0 , එය ARG1 , අයර්ලන්තයේ ARG1 , දැක see.01 , ඇත්තෙමි O , . O ]"
අද අපි එක් සුවිශේෂී පියවරක් තබමු .,"[ අද ARGM-TMP , අපි ARG0 , එක් ARG1 , සුවිශේෂී ARG1 , පියවරක් ARG1 , තබමු take.01 , . O ]",[ ]
තවත් විස්මයන් කිසි විටෙකත් බැහැර කළ නොහැකිය .,"[ තවත් ARG1 , විස්මයන් ARG1 , කිසි ARGM-TMP , විටෙකත් ARGM-TMP , බැහැර rule_out.02 , කළ rule_out.02 , නොහැකිය O , . O ]","[ තවත් ARGM-TMP , විස්මයන් ARGM-TMP , කිසි ARGM-TMP , විටෙකත් O , බැහැර rule_out.02 , කළ rule_out.02 , නොහැකිය O , . O ]"
මිනිස්සු එතන මැරෙනවා !,"[ මිනිස්සු ARG1 , එතන ARGM-LOC , මැරෙනවා die.01 , ! O ]","[ මිනිස්සු ARG0 , එතන ARGM-LOC , මැරෙනවා die.01 , ! O , . O ]"
මම ඒ ගැන පුවත්පත්වල කියෙව්වා .,"[ මම ARG0 , ඒ ARG3 , ගැන ARG3 , පුවත්පත්වල ARG1 , කියෙව්වා read.01 , . O ]","[ මම ARG0 , ඒ ARG1 , ගැන ARG1 , පුවත්පත්වල ARG1 , කියෙව්වා read.01 , . O ]"
මෙම නිදහස් කාලය සඳහා දෙමාපියන්ට දෙමාපියන්ට ඉඩ දිය යුතුය .,"[ මෙම ARG1 , නිදහස් ARG1 , කාලය ARG1 , සඳහා ARG1 , දෙමාපියන්ට ARG2 , දෙමාපියන්ට ARG2 , ඉඩ allow.01 , දිය allow.01 , යුතුය ARGM-MOD , . O ]","[ මෙම ARG1 , නිදහස් ARG1 , කාලය ARG1 , සඳහා ARG1 , දෙමාපියන්ට ARG1 , දෙමාපියන්ට ARG1 , ඉඩ allow.01 , දිය allow.01 , යුතුය ARGM-MOD , . O ]"
කවුන්සිලයේ ඔබ කර ඇත්තේ කුමක්ද ?,"[ කවුන්සිලයේ ARG0 , ඔබ ARG0 , කර do.02 , ඇත්තේ do.02 , කුමක්ද ARG1 , ? O ]","[ කවුන්සිලයේ O , ඔබ O , කර O , ඇත්තේ have.01 , කුමක්ද O , ? O , . O ]"
මට ඒක තේරෙන්නේ නෑ .,"[ මට ARG0 , ඒක ARG1 , තේරෙන්නේ understand.01 , නෑ ARGM-NEG , . O ]","[ මට ARG0 , ඒක ARG1 , තේරෙන්නේ understand.01 , නෑ ARG1 , . O ]"
ඉදිරි මාවත කුමක්ද ? ,"[ ඉදිරි ARG2 , මාවත ARG2 , කුමක්ද ARG1 , ? O  ]",[ ]
නබුකෝ ඉදි වේද ?,"[ නබුකෝ ARG1 , ඉදි build.01 , වේද O , ? O ]",[ ]
එය විනිවිද පෙනෙන ක්‍රියාවලියක් වනු ඇත .,"[ එය ARG1 , විනිවිද ARG2 , පෙනෙන ARG2 , ක්‍රියාවලියක් ARG2 , වනු be.01 , ඇත be.01 , . O ]","[ එය ARG1 , විනිවිද ARG2 , පෙනෙන ARG2 , ක්\u200dරියාවලියක් ARG2 , වනු be.01 , ඇත ARGM-MOD , . O ]"
"මෙය නිර්භීත අතිශයෝක්තියක් , කපටෝ මහතා . ","[ මෙය ARG1 , නිර්භීත ARG2 , අතිශයෝක්තියක් ARG2 , , O , කපටෝ ARGM-DIS , මහතා ARGM-DIS , . O ]",[ ]
එවැනි ප්‍රතිපත්තියක් නිසැක පූර්ව නිගමනයක් නො වෙයි .,"[ එවැනි ARG1 , ප්‍රතිපත්තියක් ARG1 , නිසැක ARG2 , පූර්ව ARG2 , නිගමනයක් ARG2 , නො ARGM-NEG , වෙයි be.01 , . O ]","[ එවැනි ARG1 , ප්\u200dරතිපත්තියක් ARG1 , නිසැක ARG1 , පූර්ව ARG1 , නිගමනයක් ARG2 , නො ARGM-NEG , වෙයි be.01 , . O ]"
විශාල වෙනසක් තිබේ .,"[ විශාල ARG1 , වෙනසක් ARG1 , තිබේ be.02 , . O ]","[ විශාල ARG1 , වෙනසක් ARG1 , තිබේ be.02 , . O ]"
ඊට අමතරව සිසුන් ඉතිහාසය ගැන ඉගෙන ගනී .,"[ ඊට ARGM-DIS , අමතරව ARGM-DIS , සිසුන් ARG0 , ඉතිහාසය ARG1 , ගැන ARG1 , ඉගෙන learn.01 , ගනී learn.01 , . O ]","[ ඊට ARGM-DIS , අමතරව ARGM-DIS , සිසුන් O , ඉතිහාසය ARG0 , ගැන ARG1 , ඉගෙන learn.01 , ගනී learn.01 , . O ]"
දැන් කුමක් කළ හැකිද ?,"[ දැන් ARGM-TMP , කුමක් ARG1 , කළ do.02 , හැකිද ARGM-MOD , ? O ]","[ දැන් ARGM-TMP , කුමක් ARG1 , කළ do.02 , හැකිද ARGM-MOD , ? O , . O ]"
ඕනෑම කෙනෙකුට පොදු යහපතට දායක විය හැකිය .,"[ ඕනෑම ARG0 , කෙනෙකුට ARG0 , පොදු ARG2 , යහපතට ARG2 , දායක contribute.01 , විය contribute.01 , හැකිය ARGM-MOD , . O ]","[ ඕනෑම ARG0 , කෙනෙකුට ARG0 , පොදු ARG2 , යහපතට ARG2 , දායක contribute.01 , විය contribute.01 , හැකිය ARGM-MOD , . O ]"
තීරණය කිරීමට පාරිභෝගිකයාට අයිතියක් ඇත .,"[ තීරණය ARG0 , කිරීමට ARG0 , පාරිභෝගිකයාට ARG0 , අයිතියක් ARG1 , ඇත have.03 , . O ] , [ තීරණය decide.01 , කිරීමට decide.01 , පාරිභෝගිකයාට ARG0 , අයිතියක් O , ඇත O , . O ]","[ තීරණය ARG1 , කිරීමට O , පාරිභෝගිකයාට ARG0 , අයිතියක් ARG1 , ඇත have.03 , . O ]"
"ඔව් , අපි සාමවාදීන් . ","[ ඔව් ARGM-DIS , , O , අපි ARG1 , සාමවාදීන් ARG2 , . O  ]",[ ]
"කෙසේ වෙතත් , පහත දැක්වෙන දේ බරපතල හා පිළිගත නොහැකිය .","[ කෙසේ O , වෙතත් O , , O , පහත follow.01 , දැක්වෙන O , දේ ARG1 , බරපතල O , හා O , පිළිගත O , නොහැකිය O , . O ] , [ කෙසේ ARGM-DIS , වෙතත් ARGM-DIS , , O , පහත ARG1 , දැක්වෙන ARG1 , දේ ARG1 , බරපතල ARG2 , හා ARG2 , පිළිගත ARG2 , නොහැකිය O , . O ]","[ කෙසේ ARGM-DIS , වෙතත් O , , O , පහත follow.01 , දැක්වෙන ARG1 , දේ ARG1 , බරපතල ARG1 , හා ARG1 , පිළිගත O , නොහැකිය O , . O ], [ කෙසේ ARGM-DIS , වෙතත් O , , O , පහත ARG1 , දැක්වෙන ARG1 , දේ ARG1 , බරපතල ARG1 , හා ARG1 , පිළිගත accept.01 , නොහැකිය O , . O ]"
මෙය බ්‍රිතාන්‍යයට සම්බන්ධ විය යුතු නර්තනයකි .,"[ මෙය ARG1 , බ්‍රිතාන්‍යයට ARG2 , සම්බන්ධ ARG2 , විය be.01 , යුතු ARG2 , නර්තනයකි ARG2 , . O ] , [ මෙය ARG1 , බ්‍රිතාන්‍යයට ARG0 , සම්බන්ධ join.04 , විය join.04 , යුතු ARGM-MOD , නර්තනයකි ARG1 , . O ]","[ මෙය ARG1 , බ්\u200dරිතාන්\u200dයයට O , සම්බන්ධ involve.01 , විය O , යුතු O , නර්තනයකි O , . O ], [ මෙය ARG1 , බ්\u200dරිතාන්\u200dයයට O , සම්බන්ධ O , විය be.03 , යුතු O , නර්තනයකි O , . O ]"
"පිළිතුර , නැවතත් , "" ඔව් "" යන්නයි .","[ පිළිතුර ARG1 , , O , නැවතත් ARGM-ADV , , O , "" O , ඔව් ARG2 , "" O , යන්නයි be.01 , . O ]","[ පිළිතුර ARG1 , , O , නැවතත් ARGM-TMP , , O , "" O , ඔව් O , "" O , යන්නයි be.01 , . O ]"
මෙම ප්‍රශ්නයට ඔබ පිළිතුරු දෙන ලෙස මම ඉල්ලා සිටිමි .,"[ මෙම ARG1 , ප්‍රශ්නයට ARG1 , ඔබ ARG1 , පිළිතුරු ARG1 , දෙන ARG1 , ලෙස ARG1 , මම ARG0 , ඉල්ලා ask.02 , සිටිමි ask.02 , . O ] , [ මෙම ARG1 , ප්‍රශ්නයට ARG1 , ඔබ ARG0 , පිළිතුරු answer.01 , දෙන answer.01 , ලෙස O , මම O , ඉල්ලා O , සිටිමි O , . O ]","[ මෙම ARG1 , ප්\u200dරශ්නයට ARG1 , ඔබ ARG1 , පිළිතුරු answer.01 , දෙන O , ලෙස O , මම O , ඉල්ලා O , සිටිමි O , . O ], [ මෙම ARG1 , ප්\u200dරශ්නයට ARG1 , ඔබ ARG1 , පිළිතුරු ARG1 , දෙන O , ලෙස O , මම ARG0 , ඉල්ලා urge.01 , සිටිමි urge.01 , . O ]"
මෙය ගොඩක් හෝ අඩු ද ? ,"[ මෙය ARG1 , ගොඩක් ARG2 , හෝ ARG2 , අඩු ARG2 , ද ARG2 , ? O  ]",[ ]
ඔබ මෙම අදහසට සහාය දෙනවාද ? ,"[ ඔබ ARG0 , මෙම ARG1 , අදහසට ARG1 , සහාය support.01 , දෙනවාද O , ? O ]","[ ඔබ ARG0 , මෙම ARG1 , අදහසට ARG1 , සහාය support.01 , දෙනවාද O , ? O , . O ], [ ඔබ ARG0 , මෙම O , අදහසට O , සහාය O , දෙනවාද do.01 , ? O , . O ]"
මේ මිනිස්සු කොහෙද යන්නේ ?,"[ මේ ARG0 , මිනිස්සු ARG0 , කොහෙද ARG4 , යන්නේ go.02 , ? O ]","[ මේ ARG1 , මිනිස්සු ARG1 , කොහෙද ARG2 , යන්නේ go.02 , ? O , . O ]"
මෙම හවුල්කාරිත්වයන් බොහෝ විට තනිකරම සංසදයක් ලෙස ක්‍රියාත්මක වේ .,"[ මෙම ARG0 , හවුල්කාරිත්වයන් ARG0 , බොහෝ ARGM-TMP , විට ARGM-TMP , තනිකරම ARG1 , සංසදයක් ARG1 , ලෙස ARG1 , ක්‍රියාත්මක function.01 , වේ function.01 , . O ]","[ මෙම ARG1 , හවුල්කාරිත්වයන් ARG1 , බොහෝ O , විට O , තනිකරම O , සංසදයක් O , ලෙස O , ක්\u200dරියාත්මක O , වේ be.01 , . O ]"
